"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
499326338,"8",2260,"FGFR1","fibroblast growth factor receptor 1"
499326339,"8",100271087,"RPS20P22","ribosomal protein S20 pseudogene 22"
499326340,"8",389649,"C8orf86","chromosome 8 open reading frame 86"
499326341,"8",105379383,"LOC105379383","uncharacterized LOC105379383"
499326342,"8",105379384,"LOC105379384","uncharacterized LOC105379384"
499326343,"8",286140,"RNF5P1","ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1"
499326344,"8",6867,"TACC1","transforming, acidic coiled-coil containing protein 1"
499326345,"8",59339,"PLEKHA2","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2"
499326346,"8",203100,"HTRA4","HtrA serine peptidase 4"
499326347,"8",83877,"TM2D2","TM2 domain containing 2"
499326348,"8",8754,"ADAM9","ADAM metallopeptidase domain 9"
499326349,"8",203102,"ADAM32","ADAM metallopeptidase domain 32"
499326350,"8",100129004,"RPL3P10","ribosomal protein L3 pseudogene 10"
499326351,"8",100420403,"LOC100420403","K(lysine) acetyltransferase 2B pseudogene"
499326352,"8",255926,"ADAM5","ADAM metallopeptidase domain 5 (pseudogene)"
499326353,"8",1587,"ADAM3A","ADAM metallopeptidase domain 3A (pseudogene)"
499326354,"8",100130964,"LOC100130964","ADAM metallopeptidase domain 3A-like"
499326355,"8",8749,"ADAM18","ADAM metallopeptidase domain 18"
499326356,"8",2515,"ADAM2","ADAM metallopeptidase domain 2"
499326357,"8",3620,"IDO1","indoleamine 2,3-dioxygenase 1"
499326358,"8",100420480,"LOC100420480","polo-like kinase 4 (Drosophila) pseudogene"
499326359,"8",169355,"IDO2","indoleamine 2,3-dioxygenase 2"
499326360,"8",100420944,"LOC100420944","nuclear transcription factor Y, beta pseudogene"
499326361,"8",105379385,"LOC105379385","uncharacterized LOC105379385"
499326362,"8",105379386,"LOC105379386","uncharacterized LOC105379386"
499326363,"8",56892,"C8orf4","chromosome 8 open reading frame 4"
499326364,"8",105379387,"LOC105379387","uncharacterized LOC105379387"
499326365,"8",105379388,"LOC105379388","uncharacterized LOC105379388"
499326366,"8",79698,"ZMAT4","zinc finger, matrin-type 4"
499326367,"8",105379389,"LOC105379389","uncharacterized LOC105379389"
499326368,"8",105379390,"LOC105379390","uncharacterized LOC105379390"
499326369,"8",6422,"SFRP1","secreted frizzled-related protein 1"
499326370,"8",100847068,"MIR548AO","microRNA 548ao"
499326371,"8",619452,"RPS29P2","ribosomal protein S29 pseudogene 2"
499326372,"8",105379391,"LOC105379391","uncharacterized LOC105379391"
499326373,"8",51125,"GOLGA7","golgin A7"
499326374,"8",392214,"KRT18P37","keratin 18 pseudogene 37"
499326375,"8",84296,"GINS4","GINS complex subunit 4 (Sld5 homolog)"
499326376,"8",102723729,"LOC102723729","uncharacterized LOC102723729"
499326377,"8",137964,"AGPAT6","1-acylglycerol-3-phosphate O-acyltransferase 6"
499326378,"8",157848,"NKX6-3","NK6 homeobox 3"
499326379,"8",286,"ANK1","ankyrin 1, erythrocytic"
499326380,"8",619554,"MIR486-1","microRNA 486-1"
499326381,"8",102465696,"MIR486-2","microRNA 486-2"
499326382,"8",105379392,"LOC105379392","uncharacterized LOC105379392"
499326383,"8",7994,"KAT6A","K(lysine) acetyltransferase 6A"
499326384,"8",105379394,"LOC105379394","uncharacterized LOC105379394"
499326385,"8",105379393,"LOC105379393","uncharacterized LOC105379393"
499326386,"8",100271155,"RPL17P30","ribosomal protein L17 pseudogene 30"
499326387,"8",101059972,"LOC101059972","myosin, light chain 9, regulatory pseudogene"
499326388,"8",10947,"AP3M2","adaptor-related protein complex 3, mu 2 subunit"
499326389,"8",5327,"PLAT","plasminogen activator, tissue"
499326390,"8",101929897,"LOC101929897","uncharacterized LOC101929897"
499326391,"8",3551,"IKBKB","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
499326392,"8",105379395,"LOC105379395","uncharacterized LOC105379395"
499326393,"8",5423,"POLB","polymerase (DNA directed), beta"
499326394,"8",100270840,"RPL5P23","ribosomal protein L5 pseudogene 23"
499326395,"8",27121,"DKK4","dickkopf WNT signaling pathway inhibitor 4"
499326396,"8",7419,"VDAC3","voltage-dependent anion channel 3"
499326397,"8",6575,"SLC20A2","solute carrier family 20 (phosphate transporter), member 2"
499326398,"8",114926,"SMIM19","small integral membrane protein 19"
499326399,"8",105379396,"LOC105379396","uncharacterized LOC105379396"
499326400,"8",1142,"CHRNB3","cholinergic receptor, nicotinic, beta 3 (neuronal)"
499326401,"8",100288666,"LOC100288666","ribosomal protein L7-like 1 pseudogene"
499326402,"8",8973,"CHRNA6","cholinergic receptor, nicotinic, alpha 6 (neuronal)"
499326403,"8",55145,"THAP1","THAP domain containing, apoptosis associated protein 1"
499326404,"8",81790,"RNF170","ring finger protein 170"
499326405,"8",100616115,"MIR4469","microRNA 4469"
499326406,"8",84376,"HOOK3","hook microtubule-tethering protein 3"
499326407,"8",2339,"FNTA","farnesyltransferase, CAAX box, alpha"
499326408,"8",84197,"POMK","protein-O-mannose kinase"
499326409,"8",138050,"HGSNAT","heparan-alpha-glucosaminide N-acetyltransferase"
499326410,"8",100379663,"RNY5P6","RNA, Ro-associated Y5 pseudogene 6"
499326411,"8",100312796,"VN1R45P","vomeronasal 1 receptor 45 pseudogene"
499326412,"8",100131789,"VN1R46P","vomeronasal 1 receptor 46 pseudogene"
499326413,"8",101059977,"LOC101059977","101059977"
499326414,"8",347028,"AFG3L2P1","AFG3-like AAA ATPase 2 pseudogene 1"
499326415,"8",101926993,"LOC101926993","101926993"
499326416,"8",340441,"POTEA","POTE ankyrin domain family, member A"
499326417,"8",100420534,"LOC100420534","Rho GTPase activating protein 20 pseudogene"
499326418,"8",105379397,"LOC105379397","uncharacterized LOC105379397"
499326419,"8",100873788,"SNX18P27","sorting nexin 18 pseudogene 27"
499326420,"8",389652,"ASNSP1","asparagine synthetase pseudogene 1"
499326421,"8",105375811,"LOC105375811","uncharacterized LOC105375811"
499326422,"8",100419423,"ASNSP4","asparagine synthetase pseudogene 4"
499326423,"8",100130861,"LOC100130861","zinc finger protein 736 pseudogene"
499326424,"8",100420405,"TRIM60P15","tripartite motif containing 60 pseudogene 15"
499326425,"8",105375812,"LOC105375812","uncharacterized LOC105375812"
499326426,"8",100873172,"MTND1P7","MT-ND1 pseudogene 7"
499326427,"8",100189456,"NMTRL-TAA6-1","nuclear-encoded mitochondrial transfer RNA-Leu (TAA) 6-1"
499326428,"8",102724241,"LOC102724241","uncharacterized LOC102724241"
499326429,"8",497634,"LINC00293","long intergenic non-protein coding RNA 293"
499326430,"8",728587,"LOC728587","zinc finger protein 736 pseudogene"
499326431,"8",105375813,"LOC105375813","uncharacterized LOC105375813"
499326432,"8",105375814,"LOC105375814","uncharacterized LOC105375814"
499326433,"8",286065,"MAPK6PS4","mitogen-activated protein kinase 6 pseudogene 4"
499326434,"8",105375815,"LOC105375815","uncharacterized LOC105375815"
499326435,"8",105375816,"LOC105375816","putative coiled-coil domain-containing protein 144C"
499326436,"8",105375817,"LOC105375817","POTE ankyrin domain family member A-like"
499326437,"8",253986,"RPL10AP2","ribosomal protein L10a pseudogene 2"
499326438,"8",100288013,"NDUFA5P12","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 pseudogene 12"
499326439,"8",100287846,"LOC100287846","patched 1 pseudogene"
499326440,"8",100128541,"ATP6V1G1P2","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 2"
499326441,"8",100996586,"LOC100996586","100996586"
499326442,"8",23514,"SPIDR","scaffolding protein involved in DNA repair"
499326443,"8",100420054,"LOC100420054","NSFL1 (p97) cofactor (p47) pseudogene"
499326444,"8",100420532,"LOC100420532","ribosomal protein S4, Y-linked 2 pseudogene"
499326445,"8",100507422,"LOC100507422","ubiquitin-conjugating enzyme E2N pseudogene"
499326446,"8",1052,"CEBPD","CCAAT/enhancer binding protein (C/EBP), delta"
499326447,"8",5591,"PRKDC","protein kinase, DNA-activated, catalytic polypeptide"
499326448,"8",105375818,"LOC105375818","uncharacterized LOC105375818"
499326449,"8",4173,"MCM4","minichromosome maintenance complex component 4"
499326450,"8",105375819,"LOC105375819","uncharacterized LOC105375819"
499326451,"8",7336,"UBE2V2","ubiquitin-conjugating enzyme E2 variant 2"
499326452,"8",100287157,"LOC100287157","cell division cycle associated 8 pseudogene"
499326453,"8",100130299,"LOC100130299","isopentenyl-diphosphate delta isomerase 1 pseudogene"
499326454,"8",105375820,"LOC105375820","uncharacterized LOC105375820"
499326455,"8",389655,"RPL29P19","ribosomal protein L29 pseudogene 19"
499326456,"8",105375821,"LOC105375821","uncharacterized LOC105375821"
499326457,"8",105375822,"LOC105375822","uncharacterized LOC105375822"
499326458,"8",101929268,"LOC101929268","uncharacterized LOC101929268"
499326459,"8",105375823,"LOC105375823","uncharacterized LOC105375823"
499326460,"8",101929217,"LOC101929217","uncharacterized LOC101929217"
499326461,"8",105375824,"LOC105375824","uncharacterized LOC105375824"
499326462,"8",79645,"EFCAB1","EF-hand calcium binding domain 1"
499326463,"8",105375825,"LOC105375825","uncharacterized LOC105375825"
499326464,"8",6591,"SNAI2","snail family zinc finger 2"
499326465,"8",492307,"C8orf22","chromosome 8 open reading frame 22"
499326466,"8",105375826,"LOC105375826","uncharacterized LOC105375826"
499326467,"8",105375827,"LOC105375827","uncharacterized LOC105375827"
499326468,"8",100420055,"RFPL4AP7","ret finger protein-like 4A pseudogene 7"
499326469,"8",100507464,"LOC100507464","uncharacterized LOC100507464"
499326470,"8",137133,"PSAT1P1","phosphoserine aminotransferase 1 pseudogene 1"
499326471,"8",54212,"SNTG1","syntrophin, gamma 1"
499326472,"8",105375829,"LOC105375829","uncharacterized LOC105375829"
499326473,"8",105375828,"LOC105375828","uncharacterized LOC105375828"
499326474,"8",100422267,"LOC100422267","coagulation factor III (thromboplastin, tissue factor) pseudogene"
499326475,"8",360175,"CYCSP22","cytochrome c, somatic pseudogene 22"
499326476,"8",100128686,"LOC100128686","programmed cell death 10 pseudogene"
499326477,"8",105375830,"LOC105375830","uncharacterized LOC105375830"
499326478,"8",105375831,"LOC105375831","uncharacterized LOC105375831"
499326479,"8",105375832,"LOC105375832","uncharacterized LOC105375832"
499326480,"8",137902,"PXDNL","peroxidasin-like"
499326481,"8",100422268,"BRIX1P1","BRX1, biogenesis of ribosomes pseudogene 1"
499326482,"8",105375834,"LOC105375834","uncharacterized LOC105375834"
499326483,"8",693,"BTF3P1","basic transcription factor 3, pseudogene 1"
499326484,"8",105375833,"LOC105375833","uncharacterized LOC105375833"
499326485,"8",115294,"PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1"
499326486,"8",102724330,"LOC102724330","uncharacterized LOC102724330"
499326487,"8",9705,"ST18","suppression of tumorigenicity 18, zinc finger"
499326488,"8",101929341,"LOC101929341","uncharacterized LOC101929341"
499326489,"8",100271001,"RPL34P17","ribosomal protein L34 pseudogene 17"
499326490,"8",389658,"FAM150A","family with sequence similarity 150, member A"
499326491,"8",9821,"RB1CC1","RB1-inducible coiled-coil 1"
499326492,"8",105375835,"LOC105375835","uncharacterized LOC105375835"
499326493,"8",2831,"NPBWR1","neuropeptides B/W receptor 1"
499326494,"8",101060191,"LOC101060191","101060191"
499326495,"8",105375836,"LOC105375836","uncharacterized LOC105375836"
499326496,"8",100533660,"EI24P5","etoposide induced 2.4 pseudogene 5"
499326497,"8",4986,"OPRK1","opioid receptor, kappa 1"
499326498,"8",105375837,"LOC105375837","uncharacterized LOC105375837"
499326499,"8",102724359,"LOC102724359","uncharacterized LOC102724359"
499326500,"8",100421824,"LOC100421824","polymerase (DNA directed), epsilon 2, accessory subunit pseudogene"
499326501,"8",105375838,"LOC105375838","uncharacterized LOC105375838"
499326502,"8",100507516,"LOC100507516","uncharacterized LOC100507516"
499326503,"8",100271188,"RPL21P79","ribosomal protein L21 pseudogene 79"
499326504,"8",317686,"MAPK6PS1","mitogen-activated protein kinase 6 pseudogene 1"
499326505,"8",100129667,"LOC100129667","chromosome 5 open reading frame 13 pseudogene"
499326506,"8",51606,"ATP6V1H","ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H"
499326507,"8",8601,"RGS20","regulator of G-protein signaling 20"
499326508,"8",100130300,"RPS27AP13","ribosomal protein S27a pseudogene 13"
499326509,"8",6917,"TCEA1","transcription elongation factor A (SII), 1"
499326510,"8",100131254,"LOC100131254","ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) pseudogene"
499326511,"8",105375839,"LOC105375839","uncharacterized LOC105375839"
499326512,"8",10434,"LYPLA1","lysophospholipase I"
499326513,"8",22814,"TDGF1P5","teratocarcinoma-derived growth factor 1 pseudogene 5"
499326514,"8",29088,"MRPL15","mitochondrial ribosomal protein L15"
499326515,"8",392221,"CHCHD2P10","coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 10"
499326516,"8",26766,"RNU105C","RNA, U105C small nucleolar"
499326517,"8",100419615,"LOC100419615","complement component 7 pseudogene"
499326518,"8",105375840,"LOC105375840","uncharacterized LOC105375840"
499326519,"8",105375841,"LOC105375841","uncharacterized LOC105375841"
499326520,"8",64321,"SOX17","SRY (sex determining region Y)-box 17"
499326521,"8",100129098,"LOC100129098","serine/arginine repetitive matrix protein 2-like"
499326522,"8",100287567,"TRMT112P7","tRNA methyltransferase 11-2 homolog (S. cerevisiae) pseudogene 7"
499326523,"8",157708,"SEC11B","SEC11 homolog B, pseudogene (S. cerevisiae)"
499326524,"8",6101,"RP1","retinitis pigmentosa 1 (autosomal dominant)"
499326525,"8",100131013,"LOC100131013","ribosomal protein L7-like 1 pseudogene"
499326526,"8",105375842,"LOC105375842","uncharacterized LOC105375842"
499326527,"8",114786,"XKR4","XK, Kell blood group complex subunit-related family, member 4"
499326528,"8",105375844,"LOC105375844","uncharacterized LOC105375844"
499326529,"8",100133234,"SBF1P1","SET binding factor 1 pseudogene 1"
499326530,"8",105375843,"LOC105375843","uncharacterized LOC105375843"
499326531,"8",105375845,"LOC105375845","uncharacterized LOC105375845"
499326532,"8",105375846,"LOC105375846","uncharacterized LOC105375846"
499326533,"8",137695,"TMEM68","transmembrane protein 68"
499326534,"8",100873518,"RNA5SP265","RNA, 5S ribosomal pseudogene 265"
499326535,"8",96764,"TGS1","trimethylguanosine synthase 1"
499326536,"8",4067,"LYN","LYN proto-oncogene, Src family tyrosine kinase"
499326537,"8",266723,"PSMC6P1","proteasome 26S subunit, ATPase, 6 pseudogene 1"
499326538,"8",6224,"RPS20","ribosomal protein S20"
499326539,"8",26795,"SNORD54","small nucleolar RNA, C/D box 54"
499326540,"8",105375847,"LOC105375847","uncharacterized LOC105375847"
499326541,"8",100129237,"NPM1P21","nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 21"
499326542,"8",4342,"MOS","v-mos Moloney murine sarcoma viral oncogene homolog"
499326543,"8",5324,"PLAG1","pleiomorphic adenoma gene 1"
499326544,"8",79145,"CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7"
499326545,"8",195814,"SDR16C5","short chain dehydrogenase/reductase family 16C, member 5"
499326546,"8",442388,"SDR16C6P","short chain dehydrogenase/reductase family 16C, member 6, pseudogene"
499326547,"8",105375849,"LOC105375849","uncharacterized LOC105375849"
499326548,"8",105375848,"LOC105375848","uncharacterized LOC105375848"
499326549,"8",5179,"PENK","proenkephalin"
499326550,"8",101929415,"LOC101929415","uncharacterized LOC101929415"
499326551,"8",389662,"SEPT10P1","septin 10 pseudogene 1"
499326552,"8",100507632,"LINC00968","long intergenic non-protein coding RNA 968"
499326553,"8",105375850,"LOC105375850","uncharacterized LOC105375850"
499326554,"8",346950,"RPL37P6","ribosomal protein L37 pseudogene 6"
499326555,"8",105375851,"LOC105375851","uncharacterized LOC105375851"
499326556,"8",105375852,"LOC105375852","uncharacterized LOC105375852"
499326557,"8",100419616,"LOC100419616","impact RWD domain protein pseudogene"
499326558,"8",54928,"IMPAD1","inositol monophosphatase domain containing 1"
499326559,"8",105375853,"LOC105375853","uncharacterized LOC105375853"
499326560,"8",100873519,"RNA5SP266","RNA, 5S ribosomal pseudogene 266"
499326561,"8",105375854,"LOC105375854","uncharacterized LOC105375854"
499326562,"8",105369207,"LOC105369207","uncharacterized LOC105369207"
499326563,"8",100507651,"LOC100507651","uncharacterized LOC100507651"
499326564,"8",286177,"LOC286177","uncharacterized LOC286177"
499326565,"8",26138,"LINC00588","long intergenic non-protein coding RNA 588"
499326566,"8",101929488,"LOC101929488","uncharacterized LOC101929488"
499326567,"8",100270982,"RPL30P10","ribosomal protein L30 pseudogene 10"
499326568,"8",105375855,"LOC105375855","uncharacterized LOC105375855"
499326569,"8",286178,"LOC286178","uncharacterized LOC286178"
499326570,"8",105375856,"LOC105375856","uncharacterized LOC105375856"
499326571,"8",100505477,"T1560","uncharacterized gene T1560"
499326572,"8",90362,"FAM110B","family with sequence similarity 110, member B"
499326573,"8",100270967,"RPL26P26","ribosomal protein L26 pseudogene 26"
499326574,"8",101929528,"LOC101929528","uncharacterized LOC101929528"
499326575,"8",137886,"UBXN2B","UBX domain protein 2B"
499326576,"8",100421822,"LOC100421822","protein tyrosine phosphatase, non-receptor type 11 pseudogene"
499326577,"8",1581,"CYP7A1","cytochrome P450, family 7, subfamily A, polypeptide 1"
499326578,"8",105375857,"LOC105375857","uncharacterized LOC105375857"
499326579,"8",6386,"SDCBP","syndecan binding protein (syntenin)"
499326580,"8",8439,"NSMAF","neutral sphingomyelinase (N-SMase) activation associated factor"
499326581,"8",619443,"RPS26P7","ribosomal protein S26 pseudogene 7"
499326582,"8",105375858,"LOC105375858","uncharacterized LOC105375858"
499326583,"8",9760,"TOX","thymocyte selection-associated high mobility group box"
499326584,"8",100505501,"LOC100505501","uncharacterized LOC100505501"
499326585,"8",100873520,"RNA5SP267","RNA, 5S ribosomal pseudogene 267"
499326586,"8",574532,"NUDT15P1","nudix (nucleoside diphosphate linked moiety X)-type motif 15 pseudogene 1"
499326587,"8",105375860,"LOC105375860","uncharacterized LOC105375860"
499326588,"8",105375859,"LOC105375859","uncharacterized LOC105375859"
499326589,"8",105375862,"LOC105375862","uncharacterized LOC105375862"
499326590,"8",105375861,"LOC105375861","uncharacterized LOC105375861"
499326591,"8",105375863,"LOC105375863","uncharacterized LOC105375863"
499326592,"8",767,"CA8","carbonic anhydrase VIII"
499326593,"8",105375864,"LOC105375864","uncharacterized LOC105375864"
499326594,"8",392225,"PDCL3P1","phosducin-like 3 pseudogene 1"
499326595,"8",100505532,"LINC01301","long intergenic non-protein coding RNA 1301"
499326596,"8",105375867,"LOC105375867","uncharacterized LOC105375867"
499326597,"8",105375866,"LOC105375866","uncharacterized LOC105375866"
499326598,"8",105375865,"LOC105375865","uncharacterized LOC105375865"
499326599,"8",5862,"RAB2A","RAB2A, member RAS oncogene family"
499326600,"8",105375869,"LOC105375869","uncharacterized LOC105375869"
499326601,"8",55636,"CHD7","chromodomain helicase DNA binding protein 7"
499326602,"8",105375868,"LOC105375868","uncharacterized LOC105375868"
499326603,"8",101929576,"LOC101929576","uncharacterized LOC101929576"
499326604,"8",442389,"LOC442389","interferon induced transmembrane protein pseudogene"
499326605,"8",105375938,"LOC105375938","collagen alpha-1(I) chain-like"
499326606,"8",282694,"NASPP1","nuclear autoantigenic sperm protein pseudogene 1"
499326607,"8",100130298,"LOC100130298","hCG1816373-like"
499326608,"8",157807,"CLVS1","clavesin 1"
499326609,"8",4875,"NPM1P6","nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 6"
499326610,"8",105375870,"LOC105375870","uncharacterized LOC105375870"
499326611,"8",444,"ASPH","aspartate beta-hydroxylase"
499326612,"8",728638,"KRT8P3","keratin 8 pseudogene 3"
499326613,"8",100616484,"MIR4470","microRNA 4470"
499326614,"8",101929628,"LOC101929628","uncharacterized LOC101929628"
499326615,"8",105375871,"LOC105375871","uncharacterized LOC105375871"
499326616,"8",100287895,"NARSP2","asparaginyl-tRNA synthetase pseudogene 2"
499326617,"8",392226,"LOC392226","serine/threonine-protein kinase PLK1-like"
499326618,"8",286183,"NKAIN3","Na+/K+ transporting ATPase interacting 3"
499326619,"8",100422546,"XRCC6P4","X-ray repair complementing defective repair in Chinese hamster cells 6 pseudogene 4"
499326620,"8",100419416,"SRPK2P","SRSF protein kinase 2 pseudogene"
499326621,"8",643763,"UG0898H09","uncharacterized LOC643763"
499326622,"8",105375872,"LOC105375872","uncharacterized LOC105375872"
499326623,"8",8836,"GGH","gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)"
499326624,"8",7274,"TTPA","tocopherol (alpha) transfer protein"
499326625,"8",100128540,"LOC100128540","100128540"
499326626,"8",101410533,"YTHDF3-AS1","YTHDF3 antisense RNA 1 (head to head)"
499326627,"8",253943,"YTHDF3","YTH N(6)-methyladenosine RNA binding protein 3"
499326628,"8",105375873,"LOC105375873","uncharacterized LOC105375873"
499326629,"8",105375875,"LOC105375875","uncharacterized LOC105375875"
499326630,"8",613204,"IFITM8P","interferon induced transmembrane protein 8 pseudogene"
499326631,"8",105375874,"LOC105375874","uncharacterized LOC105375874"
499326632,"8",102724612,"LOC102724612","uncharacterized LOC102724612"
499326633,"8",105375876,"LOC105375876","uncharacterized LOC105375876"
499326634,"8",286184,"LINC01289","long intergenic non-protein coding RNA 1289"
499326635,"8",102724623,"LOC102724623","uncharacterized LOC102724623"
499326636,"8",105375877,"LOC105375877","uncharacterized LOC105375877"
499326637,"8",100130155,"MIR124-2HG","MIR124-2 host gene (non-protein coding)"
499326638,"8",406908,"MIR124-2","microRNA 124-2"
499326639,"8",101929675,"LOC101929675","uncharacterized LOC101929675"
499326640,"8",401463,"LOC401463","uncharacterized LOC401463"
499326641,"8",27319,"BHLHE22","basic helix-loop-helix family, member e22"
499326642,"8",9420,"CYP7B1","cytochrome P450, family 7, subfamily B, polypeptide 1"
499326643,"8",105375879,"LOC105375879","uncharacterized LOC105375879"
499326644,"8",105375878,"LOC105375878","uncharacterized LOC105375878"
499326645,"8",105375880,"LOC105375880","uncharacterized LOC105375880"
499326646,"8",100271201,"RPL31P41","ribosomal protein L31 pseudogene 41"
499326647,"8",552859,"LINC00251","long intergenic non-protein coding RNA 251"
499326648,"8",105375881,"LOC105375881","uncharacterized LOC105375881"
499326649,"8",286186,"LINC01299","long intergenic non-protein coding RNA 1299"
499326650,"8",55156,"ARMC1","armadillo repeat containing 1"
499326651,"8",9650,"MTFR1","mitochondrial fission regulator 1"
499326652,"8",5150,"PDE7A","phosphodiesterase 7A"
499326653,"8",105375882,"LOC105375882","uncharacterized LOC105375882"
499326654,"8",105375883,"LOC105375883","uncharacterized LOC105375883"
499326655,"8",85479,"DNAJC5B","DnaJ (Hsp40) homolog, subfamily C, member 5 beta"
499326656,"8",84675,"TRIM55","tripartite motif containing 55"
499326657,"8",101929722,"LOC101929722","uncharacterized LOC101929722"
499326658,"8",1392,"CRH","corticotropin releasing hormone"
499326659,"8",100505659,"LINC00967","long intergenic non-protein coding RNA 967"
499326660,"8",102724687,"LOC102724687","uncharacterized LOC102724687"
499326661,"8",100505676,"RRS1-AS1","RRS1 antisense RNA 1 (head to head)"
499326662,"8",23212,"RRS1","RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)"
499326663,"8",137872,"ADHFE1","alcohol dehydrogenase, iron containing, 1"
499326664,"8",100131770,"LOC100131770","TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa pseudogene"
499326665,"8",254778,"C8orf46","chromosome 8 open reading frame 46"
499326666,"8",4603,"MYBL1","v-myb avian myeloblastosis viral oncogene homolog-like 1"
499326667,"8",105375884,"LOC105375884","uncharacterized LOC105375884"
499326668,"8",80124,"VCPIP1","valosin containing protein (p97)/p47 complex interacting protein 1"
499326669,"8",100533105,"C8orf44-SGK3","C8orf44-SGK3 readthrough"
499326670,"8",56260,"C8orf44","chromosome 8 open reading frame 44"
499326671,"8",23678,"SGK3","serum/glucocorticoid regulated kinase family, member 3"
499326672,"8",26255,"PTTG3P","pituitary tumor-transforming 3, pseudogene"
499326673,"8",157777,"MCMDC2","minichromosome maintenance domain containing 2"
499326674,"8",641638,"SNHG6","small nucleolar RNA host gene 6 (non-protein coding)"
499326675,"8",641648,"SNORD87","small nucleolar RNA, C/D box 87"
499326676,"8",100129654,"TCF24","transcription factor 24"
499326677,"8",100288001,"LOC100288001","pre-mRNA processing factor 3 pseudogene"
499326678,"8",286187,"PPP1R42","protein phosphatase 1, regulatory subunit 42"
499326679,"8",105375885,"LOC105375885","uncharacterized LOC105375885"
499326680,"8",10987,"COPS5","COP9 signalosome subunit 5"
499326681,"8",79848,"CSPP1","centrosome and spindle pole associated protein 1"
499326682,"8",100873521,"RNA5SP268","RNA, 5S ribosomal pseudogene 268"
499326683,"8",10565,"ARFGEF1","ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)"
499326684,"8",100422270,"NPM1P44","nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 44"
499326685,"8",102724708,"LOC102724708","spidroin-1-like"
499326686,"8",100271156,"RPL17P31","ribosomal protein L17 pseudogene 31"
499326687,"8",57094,"CPA6","carboxypeptidase A6"
499326688,"8",105375886,"LOC105375886","uncharacterized LOC105375886"
499326689,"8",100132812,"LOC100132812","nascent polypeptide-associated complex alpha subunit 2 pseudogene"
499326690,"8",80243,"PREX2","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
499326691,"8",105375888,"LOC105375888","uncharacterized LOC105375888"
499326692,"8",105375887,"LOC105375887","uncharacterized LOC105375887"
499326693,"8",100271196,"RPL31P40","ribosomal protein L31 pseudogene 40"
499326694,"8",286189,"LOC286189","uncharacterized LOC286189"
499326695,"8",116328,"C8orf34","chromosome 8 open reading frame 34"
499326696,"8",100420059,"RFPL4AP2","ret finger protein-like 4A pseudogene 2"
499326697,"8",728774,"RPS15AP25","ribosomal protein S15a pseudogene 25"
499326698,"8",100873522,"RNA5SP269","RNA, 5S ribosomal pseudogene 269"
499326699,"8",100505718,"LOC100505718","uncharacterized LOC100505718"
499326700,"8",100129096,"LOC100129096","tropomyosin 1 (alpha) pseudogene"
499326701,"8",100189450,"TRE-CTC14-1","transfer RNA-Glu (CTC) 14-1"
499326702,"8",100505739,"LOC100505739","uncharacterized LOC100505739"
499326703,"8",23213,"SULF1","sulfatase 1"
499326704,"8",81796,"SLCO5A1","solute carrier organic anion transporter family, member 5A1"
499326705,"8",105375889,"LOC105375889","uncharacterized LOC105375889"
499326706,"8",100101127,"LOC100101127","thioredoxin-related transmembrane protein 1 pseudogene"
499326707,"8",101929759,"LOC101929759","uncharacterized LOC101929759"
499326708,"8",100288097,"LOC100288097","BCL2-associated athanogene 4 pseudogene"
499326709,"8",100873523,"RNA5SP270","RNA, 5S ribosomal pseudogene 270"
499326710,"8",100129960,"SDCBPP2","syndecan binding protein (syntenin) pseudogene 2"
499326711,"8",101927327,"SUMO2P20","101927327"
499326712,"8",63978,"PRDM14","PR domain containing 14"
499326713,"8",346990,"H2AFZP2","H2A histone family, member Z pseudogene 2"
499326714,"8",10499,"NCOA2","nuclear receptor coactivator 2"
499326715,"8",652963,"BTF3P12","basic transcription factor 3 pseudogene 12"
499326716,"8",100271077,"RPS18P11","ribosomal protein S18 pseudogene 11"
499326717,"8",101926892,"LOC101926892","uncharacterized LOC101926892"
499326718,"8",100130225,"RPL13P11","ribosomal protein L13 pseudogene 11"
499326719,"8",105375890,"LOC105375890","uncharacterized LOC105375890"
499326720,"8",23471,"TRAM1","translocation associated membrane protein 1"
499326721,"8",286190,"LOC286190","uncharacterized LOC286190"
499326722,"8",51110,"LACTB2","lactamase, beta 2"
