source	source_desc	source_id	target	target_desc	target_id	weight
FGF7	P21781	2252	cell separation after cytokinesis	GO:0072661	na	1.0
FGFR2	P21802	2263	establishment of protein localization	GO:0072661	na	1.0
RYR1	P21817	6261	negative regulation of cell death	GO:0072661	na	1.0
ERBB3	P21860	2065	regulation of mitotic spindle assembly	GO:0072661	na	1.0
DRD4	P21917	1815	ureteric bud development	GO:0072661	na	1.0
BMP5	P22003	653	branching involved in ureteric bud morphogenesis	GO:0072661	na	1.0
BMP6	P22004	654	kidney development	GO:0072661	na	1.0
CDH3	P22223	1001	negative regulation of androgen receptor signaling pathway	GO:0072661	na	1.0
IL10	P22301	3586	positive regulation of NIK/NF-kappaB signaling	GO:0072661	na	1.0
ACHE	P22303	43	negative regulation of release of cytochrome c from mitochondria	GO:0072661	na	1.0
UGT1A1	P22309	54658	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	GO:0072661	na	1.0
CCL1	P22362	6346	regulation of defense response to virus by virus	GO:0072661	na	1.0
NME2	P22392	4831	erythrocyte differentiation	GO:0072661	na	1.0
ENPP1	P22413	5167	cartilage development	GO:0072661	na	1.0
USF1	P22415	7391	positive regulation of membrane protein ectodomain proteolysis	GO:0072661	na	1.0
FGFR4	P22455	2264	response to calcium ion	GO:0072661	na	1.0
KCNA5	P22460	3741	cellular defense response	GO:0072661	na	1.0
FGFR3	P22607	2261	positive regulation of monocyte chemotaxis	GO:0072661	na	1.0
HNRNPA2B1	P22626	3181	regulation of angiogenesis	GO:0072661	na	1.0
CBL	P22681	867	neuron development	GO:0072661	na	1.0
NR4A1	P22736	3164	mitophagy	GO:0072661	na	1.0
LHCGR	P22888	3973	regulation of dopamine secretion	GO:0072661	na	1.0
XPA	P23025	7507	positive regulation of protein binding	GO:0072661	na	1.0
SFPQ	P23246	6421	positive regulation of DNA binding	GO:0072661	na	1.0
HRC	P23327	3270	positive regulation of muscle cell differentiation	GO:0072661	na	1.0
WARS	P23381	7453	negative regulation of DNA binding	GO:0072661	na	1.0
RPS3	P23396	6188	cellular response to gamma radiation	GO:0072661	na	1.0
GLRA1	P23415	2741	positive regulation of neuron differentiation	GO:0072661	na	1.0
RPS6KB1	P23443	6198	lung development	GO:0072661	na	1.0
JAK1	P23458	3716	adenylate cyclase-activating adrenergic receptor signaling pathway	GO:0072661	na	1.0
SP100	P23497	6672	positive regulation of fat cell differentiation	GO:0072661	na	1.0
TNFSF4	P23510	7292	positive regulation of glucose import	GO:0072661	na	1.0
BDNF	P23560	627	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0072661	na	1.0
ATP2B4	P23634	493	cell morphogenesis	GO:0072661	na	1.0
GATA2	P23769	2624	positive regulation of receptor internalization	GO:0072661	na	1.0
GATA3	P23771	2625	error-prone translesion synthesis	GO:0072661	na	1.0
FSHR	P23945	2492	peptidyl-tyrosine phosphorylation	GO:0072661	na	1.0
CCND1	P24385	595	peptidyl-tyrosine autophosphorylation	GO:0072661	na	1.0
CRHBP	P24387	1393	positive regulation of tyrosine phosphorylation of STAT protein	GO:0072661	na	1.0
NR2F2	P24468	7026	regulation of inflammatory response	GO:0072661	na	1.0
GADD45A	P24522	1647	JAK-STAT cascade involved in growth hormone signaling pathway	GO:0072661	na	1.0
EDNRB	P24530	1910	response to drug	GO:0072661	na	1.0
IGFBP5	P24593	3488	cellular calcium ion homeostasis	GO:0072661	na	1.0
PRKCH	P24723	5583	antibacterial humoral response	GO:0072661	na	1.0
ACAT1	P24752	38	telomere maintenance via telomerase	GO:0072661	na	1.0
POLR2A	P24928	5430	positive regulation of cAMP biosynthetic process	GO:0072661	na	1.0
CDK2	P24941	1017	receptor internalization	GO:0072661	na	1.0
CXCR2	P25025	3579	protein localization to plasma membrane	GO:0072661	na	1.0
APC	P25054	324	vasculogenesis	GO:0072661	na	1.0
CD24	P25063	100133941	cellular response to estradiol stimulus	GO:0072661	na	1.0
FPR2	P25090	2358	histone deacetylation	GO:0072661	na	1.0
GRK2	P25098	156	nucleotide-excision repair	GO:0072661	na	1.0
ADRA1D	P25100	146	telomere maintenance	GO:0072661	na	1.0
EDNRA	P25101	1909	DNA double-strand break processing	GO:0072661	na	1.0
F2R	P25116	2149	positive regulation of protein autophosphorylation	GO:0072661	na	1.0
FAS	P25445	355	membrane depolarization during cardiac muscle cell action potential	GO:0072661	na	1.0
DNAJB2	P25686	3300	cellular iron ion homeostasis	GO:0072661	na	1.0
MT3	P25713	4504	positive regulation of nitric-oxide synthase activity	GO:0072661	na	1.0
CTSS	P25774	1520	regulation of ventricular cardiac muscle cell membrane repolarization	GO:0072661	na	1.0
PSMA1	P25786	5682	positive regulation of activated T cell proliferation	GO:0072661	na	1.0
PSMA2	P25787	5683	negative regulation of osteoblast differentiation	GO:0072661	na	1.0
PSMA3	P25788	5684	positive regulation of p38MAPK cascade	GO:0072661	na	1.0
PSMA4	P25789	5685	positive regulation of histone acetylation	GO:0072661	na	1.0
UCP1	P25874	7350	humoral immune response	GO:0072661	na	1.0
CD40	P25942	958	positive regulation of mitotic cell cycle	GO:0072661	na	1.0
NFKBIA	P25963	4792	sensory perception of pain	GO:0072661	na	1.0
ITGA3	P26006	3675	negative regulation of adenylate cyclase activity	GO:0072661	na	1.0
MSN	P26038	4478	triglyceride metabolic process	GO:0072661	na	1.0
PAX6	P26367	5080	cholesterol metabolic process	GO:0072661	na	1.0
U2AF2	P26368	11338	positive regulation of heterotypic cell-cell adhesion	GO:0072661	na	1.0
HMGB2	P26583	3148	negative regulation of G1/S transition of mitotic cell cycle	GO:0072661	na	1.0
PTBP1	P26599	5725	positive regulation of cardiac muscle hypertrophy	GO:0072661	na	1.0
ZFP36	P26651	7538	positive regulation of MAP kinase activity	GO:0072661	na	1.0
PLN	P26678	5350	SRP-dependent cotranslational protein targeting to membrane	GO:0072661	na	1.0
CD27	P26842	939	calcium-mediated signaling using intracellular calcium source	GO:0072661	na	1.0
ACVR2A	P27037	92	cellular response to hydrogen peroxide	GO:0072661	na	1.0
PON1	P27169	5444	nitric oxide mediated signal transduction	GO:0072661	na	1.0
MAPK3	P27361	5595	positive regulation of catalytic activity	GO:0072661	na	1.0
ARNT	P27540	405	DNA damage response, detection of DNA damage	GO:0072661	na	1.0
RPA1	P27694	6117	response to cytokine	GO:0072661	na	1.0
CALR	P27797	811	positive regulation of neuron death	GO:0072661	na	1.0
PIK3R1	P27986	5295	negative regulation of smooth muscle cell proliferation	GO:0072661	na	1.0
PSMB8	P28062	5696	autophagosome maturation	GO:0072661	na	1.0
PSMB9	P28065	5698	positive regulation of protein localization to nucleus	GO:0072661	na	1.0
PSMA5	P28066	5686	activin receptor signaling pathway	GO:0072661	na	1.0
PSMB4	P28070	5692	positive regulation of cardiac muscle cell proliferation	GO:0072661	na	1.0
PSMB6	P28072	5694	high-density lipoprotein particle remodeling	GO:0072661	na	1.0
PSMB5	P28074	5693	reverse cholesterol transport	GO:0072661	na	1.0
GSTM2	P28161	2946	negative regulation of macrophage derived foam cell differentiation	GO:0072661	na	1.0
HTR2A	P28223	3356	positive regulation of cholesterol efflux	GO:0072661	na	1.0
ACADL	P28330	33	phospholipid efflux	GO:0072661	na	1.0
HTR2C	P28335	3358	inner ear development	GO:0072661	na	1.0
POLD1	P28340	5424	positive regulation of cytokine secretion	GO:0072661	na	1.0
MAPK1	P28482	5594	blood circulation	GO:0072661	na	1.0
DUSP1	P28562	1843	regulation of mitochondrial membrane potential	GO:0072661	na	1.0
ERCC5	P28715	2073	activation of phospholipase C activity	GO:0072661	na	1.0
PTPRM	P28827	5797	ovarian follicle development	GO:0072661	na	1.0
CD34	P28906	947	positive regulation of collagen biosynthetic process	GO:0072661	na	1.0
TNFRSF8	P28908	943	fibrinolysis	GO:0072661	na	1.0
ADORA2A	P29274	135	blood vessel remodeling	GO:0072661	na	1.0
EPHA2	P29317	1969	positive regulation of branching involved in ureteric bud morphogenesis	GO:0072661	na	1.0
EPHA3	P29320	2042	positive regulation of vascular endothelial growth factor production	GO:0072661	na	1.0
EPHA8	P29322	2046	response to hormone	GO:0072661	na	1.0
EPHB2	P29323	2048	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:0072661	na	1.0
PTPN6	P29350	5777	negative regulation of fibroblast proliferation	GO:0072661	na	1.0
SHC1	P29353	6464	positive regulation of blood vessel endothelial cell migration	GO:0072661	na	1.0
IL12A	P29459	3592	positive regulation of interleukin-17 production	GO:0072661	na	1.0
IL12B	P29460	3593	protein kinase B signaling	GO:0072661	na	1.0
NOS3	P29474	4846	positive regulation of SMAD protein import into nucleus	GO:0072661	na	1.0
NOS1	P29475	4842	cellular response to organic cyclic compound	GO:0072661	na	1.0
SERPINB3	P29508	6317	positive regulation of transcription regulatory region DNA binding	GO:0072661	na	1.0
PML	P29590	5371	positive regulation of heart rate	GO:0072661	na	1.0
CD40LG	P29965	959	positive regulation of JAK-STAT cascade	GO:0072661	na	1.0
AQP1	P29972	358	positive regulation of glycogen biosynthetic process	GO:0072661	na	1.0
PRDX3	P30048	10935	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	GO:0072661	na	1.0
PPP2R1A	P30153	5518	positive regulation of osteoclast differentiation	GO:0072661	na	1.0
FCER1G	P30273	2207	T cell activation involved in immune response	GO:0072661	na	1.0
PPIF	P30405	10105	natural killer cell activation involved in immune response	GO:0072661	na	1.0
AVPR2	P30518	554	B cell differentiation	GO:0072661	na	1.0
AXL	P30530	558	positive regulation of peptidyl-serine phosphorylation of STAT protein	GO:0072661	na	1.0
AGTR1	P30556	185	B cell proliferation	GO:0072661	na	1.0
OXTR	P30559	5021	regulation of type I interferon-mediated signaling pathway	GO:0072661	na	1.0
SRI	P30626	6717	positive regulation of vascular endothelial growth factor receptor signaling pathway	GO:0072661	na	1.0
GCH1	P30793	2643	skin development	GO:0072661	na	1.0
POLR2B	P30876	5431	triglyceride homeostasis	GO:0072661	na	1.0
CORO1A	P31146	11151	positive regulation of substrate adhesion-dependent cell spreading	GO:0072661	na	1.0
S100A7	P31151	6278	response to glucose	GO:0072661	na	1.0
HOXA11	P31270	3207	endodermal cell differentiation	GO:0072661	na	1.0
SLC6A4	P31645	6532	positive regulation of B cell proliferation	GO:0072661	na	1.0
AKT1	P31749	207	cell adhesion mediated by integrin	GO:0072661	na	1.0
AKT2	P31751	208	positive regulation of focal adhesion assembly	GO:0072661	na	1.0
SFN	P31947	2810	sympathetic nervous system development	GO:0072661	na	1.0
L1CAM	P32004	3897	drug metabolic process	GO:0072661	na	1.0
ARRB2	P32121	409	epoxygenase P450 pathway	GO:0072661	na	1.0
OTX2	P32243	5015	cell communication by electrical coupling involved in cardiac conduction	GO:0072661	na	1.0
CCR1	P32246	1230	regulation of NMDA receptor activity	GO:0072661	na	1.0
CCR7	P32248	1236	leukocyte cell-cell adhesion	GO:0072661	na	1.0
GPR183	P32249	1880	negative regulation of phosphorylation	GO:0072661	na	1.0
CHRNA3	P32297	1136	lipid homeostasis	GO:0072661	na	1.0
SLC8A1	P32418	6546	nucleotide-excision repair, DNA gap filling	GO:0072661	na	1.0
GTF2H1	P32780	2965	macrophage differentiation	GO:0072661	na	1.0
STX2	P32856	2054	odontogenesis	GO:0072661	na	1.0
IFNA8	P32881	3445	nucleotide-excision repair, preincision complex stabilization	GO:0072661	na	1.0
CTH	P32929	1491	nucleotide-excision repair, DNA incision, 3'-to lesion	GO:0072661	na	1.0
CIITA	P33076	4261	nucleotide-excision repair, DNA incision, 5'-to lesion	GO:0072661	na	1.0
CD80	P33681	941	global genome nucleotide-excision repair	GO:0072661	na	1.0
ABCD1	P33897	215	positive regulation of endothelial cell apoptotic process	GO:0072661	na	1.0
NTF4	P34130	4909	nucleotide-excision repair, DNA damage recognition	GO:0072661	na	1.0
SHMT1	P34896	6470	nucleotide-excision repair, DNA duplex unwinding	GO:0072661	na	1.0
EPHX2	P34913	2053	nucleotide-excision repair, preincision complex assembly	GO:0072661	na	1.0
RYK	P34925	6259	regulation of type I interferon production	GO:0072661	na	1.0
CRHR1	P34998	1394	error-free translesion synthesis	GO:0072661	na	1.0
GPC1	P35052	2817	mRNA transcription from RNA polymerase II promoter	GO:0072661	na	1.0
CTNNB1	P35222	1499	endocardial cushion morphogenesis	GO:0072661	na	1.0
NOS2	P35228	4843	cardiac right ventricle morphogenesis	GO:0072661	na	1.0
PHB	P35232	5245	ventricular cardiac muscle cell action potential	GO:0072661	na	1.0
NF2	P35240	4771	protein targeting to plasma membrane	GO:0072661	na	1.0
RDX	P35241	5962				1.0
RPA3	P35244	6119				1.0
SFTPD	P35247	6441				1.0
RFC4	P35249	5984				1.0
RFC2	P35250	5982				1.0
RFC1	P35251	5981				1.0
GTF2F1	P35269	2962				1.0
ADM	P35318	133				1.0
ADRA1A	P35348	148				1.0
PTGS2	P35354	5743				1.0
ADRA1B	P35368	147				1.0
OPRM1	P35372	4988				1.0
RORA	P35398	6095				1.0
PTGER4	P35408	5734				1.0
DRD3	P35462	1814				1.0
FBN1	P35555	2200				1.0
GCK	P35557	2645				1.0
IRS1	P35568	3667				1.0
MYH9	P35579	4627				1.0
ACTN2	P35609	88				1.0
DDIT3	P35638	1649				1.0
NUP214	P35658	8021				1.0
SOX18	P35713	54345				1.0
SOX11	P35716	6664				1.0
PPM1A	P35813	5494				1.0
AHR	P35869	196				1.0
FLT4	P35916	2324				1.0
KDR	P35968	3791				1.0
PSMC2	P35998	5701				1.0
CHI3L1	P36222	1116				1.0
GJA5	P36382	2702				1.0
MAP2K2	P36507	5605				1.0
CHRNA7	P36544	1139				1.0
FLT3	P36888	2322				1.0
BMPR1A	P36894	657				1.0
ACVR1B	P36896	91				1.0
TGFBR1	P36897	7046				1.0
LTBR	P36941	4055				1.0
POLR2I	P36954	5438				1.0
SREBF1	P36956	6720				1.0
ACVRL1	P37023	94				1.0
TGFBR2	P37173	7048				1.0
NUP62	P37198	23636				1.0
PPARG	P37231	5468				1.0
SNCA	P37840	6622				1.0
RBMX	P38159	27316				1.0
BRCA1	P38398	672				1.0
EIF4A3	P38919	9775				1.0
CDKN1A	P38936	1026				1.0
RPS19	P39019	6223				1.0
GDNF	P39905	2668				1.0
IL6ST	P40189	3572				1.0
PSMB10	P40306	5699				1.0
VHL	P40337	7428				1.0
STAT3	P40763	6774				1.0
PEX19	P40855	5824				1.0
SLC26A3	P40879	1811				1.0
RFC5	P40937	5985				1.0
RFC3	P40938	5983				1.0
OPRD1	P41143	4985				1.0
OPRK1	P41145	4986				1.0
LEP	P41159	3952				1.0
BCL6	P41182	604				1.0
CETN2	P41208	1069				1.0
WNT5A	P41221	7474				1.0
HNF4A	P41235	3172				1.0
CSK	P41240	1445				1.0
HTR2B	P41595	3357				1.0
CCR2	P41597	729230				1.0
PRKCI	P41743	5584				1.0
CD86	P42081	942				1.0
STAT1	P42224	6772				1.0
STAT5A	P42229	6776				1.0
AKR1C3	P42330	8644				1.0
PIK3CA	P42336	5290				1.0
PIK3CB	P42338	5291				1.0
MTOR	P42345	2475				1.0
CASP3	P42574	836				1.0
CASP2	P42575	835				1.0
TEC	P42680	7006				1.0
TXK	P42681	7294				1.0
ABL2	P42684	27				1.0
IL12RB1	P42701	3594				1.0
WAS	P42768	7454				1.0
CDKN2B	P42772	1030				1.0
CXCL5	P42830	6374				1.0
HTT	P42858	3064				1.0
ECE1	P42892	1889				1.0
SLC1A4	P43007	6509				1.0
GDF5	P43026	8200				1.0
PAFAH1B1	P43034	5048				1.0
MSH2	P43246	4436				1.0
ZAP70	P43403	7535				1.0
SYK	P43405	6850				1.0
TNFRSF4	P43489	7293				1.0
CHRNA4	P43681	1137				1.0
PSMC4	P43686	5704				1.0
GATA4	P43694	2626				1.0
NKX2-1	P43699	7080				1.0
ABCG1	P45844	9619				1.0
MAPK8	P45983	5599				1.0
MAPK9	P45984	5601				1.0
ATRX	P46100	546				1.0
CRK	P46108	1398				1.0
BAG6	P46379	7917				1.0
NSF	P46459	4905				1.0
CDKN1B	P46527	1027				1.0
NOTCH1	P46531	4851				1.0
RPL5	P46777	6125				1.0
NEDD4	P46934	4734				1.0
PLA2G4A	P47712	5321				1.0
ZFP36L2	P47974	678				1.0
XDH	P47989	7498				1.0
XCL1	P47992	6375				1.0
FASLG	P48023	356				1.0
LIMS1	P48059	3987				1.0
CXCL12	P48061	6387				1.0
LEPR	P48357	3953				1.0
RFX3	P48380	5991				1.0
SOX2	P48431	6657				1.0
SOX9	P48436	6662				1.0
GCLC	P48506	2729				1.0
PSMD8	P48556	5714				1.0
CSNK1A1	P48729	1452				1.0
CSNK1D	P48730	1453				1.0
PIK3CG	P48736	5294				1.0
LHX1	P48742	3975				1.0
NOV	P48745	4856				1.0
POLD2	P49005	5425				1.0
MAPKAPK2	P49137	9261				1.0
SLC11A1	P49279	6556				1.0
ARRB1	P49407	408				1.0
CENPF	P49454	1063				1.0
UBE2A	P49459	7319				1.0
PPM1F	P49593	9647				1.0
HOXA1	P49639	3198				1.0
CSNK1E	P49674	1454				1.0
CEBPA	P49715	1050				1.0
PSMB3	P49720	5691				1.0
PSMB2	P49721	5690				1.0
TMED10	P49755	10972				1.0
PGF	P49763	5228				1.0
VEGFC	P49767	7424				1.0
PSEN1	P49768	5663				1.0
EIF2B2	P49770	8892				1.0
NUP153	P49790	9972				1.0
RANBP2	P49792	5903				1.0
PSEN2	P49810	5664				1.0
TSC2	P49815	7249				1.0
GSK3A	P49840	2931				1.0
GSK3B	P49841	2932				1.0
LIG4	P49917	3981				1.0
MRE11	P49959	4361				1.0
AGTR2	P50052	186				1.0
GNAQ	P50148	2776				1.0
MMP14	P50281	4323				1.0
CSRP3	P50461	8048				1.0
ASCL1	P50553	429				1.0
DNM2	P50570	1785				1.0
CDK7	P50613	1022				1.0
CDK9	P50750	1025				1.0
PPT1	P50897	5538				1.0
ATP1A2	P50993	477				1.0
RAB7A	P51149	7879				1.0
RAB13	P51153	5872				1.0
RAB27A	P51159	5873				1.0
DNA2	P51530	1763				1.0
SMARCA4	P51532	6597				1.0
BCAP31	P51572	10134				1.0
BRCA2	P51587	675				1.0
HCFC1	P51610	3054				1.0
IRAK1	P51617	3654				1.0
CAV2	P51636	858				1.0
ALDH5A1	P51649	7915				1.0
PSMD7	P51665	5713				1.0
UBE2D1	P51668	7321				1.0
CCL11	P51671	6356				1.0
CCR5	P51681	1234				1.0
CCR6	P51684	1235				1.0
STAT5B	P51692	6777				1.0
KCNQ1	P51787	3784				1.0
VAMP7	P51809	6845				1.0
GPR143	P51810	4935				1.0
RPS6KA3	P51812	6197				1.0
BMX	P51813	660				1.0
PRKX	P51817	5613				1.0
ADCY7	P51828	113				1.0
NR0B1	P51843	190				1.0
CCNH	P51946	902				1.0
MNAT1	P51948	4331				1.0
NEK2	P51955	4751				1.0
UBE2E1	P51965	7324				1.0
NCBP2	P52298	22916				1.0
JAK3	P52333	3718				1.0
POLR2H	P52434	5437				1.0
POLR2J	P52435	5439				1.0
MSH6	P52701	2956				1.0
VAV2	P52735	7410				1.0
EFNA5	P52803	1946				1.0
STC1	P52823	6781				1.0
DGKQ	P52824	1609				1.0
AKR1C2	P52895	1646				1.0
HMGA2	P52926	8091				1.0
NUP98	P52948	4928				1.0
PLK1	P53350	5347				1.0
DAPK1	P53355	1612				1.0
CEBPG	P53567	1054				1.0
LIMK1	P53667	3984				1.0
AP2S1	P53680	1175				1.0
MAPK12	P53778	6300				1.0
POLR2K	P53803	5440				1.0
PLA2G16	P53816	11145				1.0
IST1	P53990	9798				1.0
BLM	P54132	641				1.0
ATXN3	P54252	4287				1.0
HAP1	P54257	9001				1.0
TERF1	P54274	7013				1.0
CACNB3	P54284	784				1.0
CACNA2D1	P54289	781				1.0
PRKAG1	P54619	5571				1.0
PRKAA2	P54646	5563				1.0
ATP1B3	P54709	483				1.0
EPHB3	P54753	2049				1.0
EPHB1	P54762	2047				1.0
EPHA4	P54764	2043				1.0
EMP2	P54851	2013				1.0
AIF1	P55008	199				1.0
PSMD4	P55036	5710				1.0
NR1H2	P55055	7376				1.0
VCP	P55072	7415				1.0
FGF8	P55075	2253				1.0
F2RL1	P55085	2150				1.0
NCKAP1L	P55160	3071				1.0
CASP9	P55211	842				1.0
ADAR	P55265	103				1.0
CDKN2D	P55273	1032				1.0
CDH13	P55290	1012				1.0
PRMT2	P55345	3275				1.0
CCL23	P55773	6368				1.0
CCL18	P55774	6362				1.0
BID	P55957	637				1.0
HDAC4	P56524	9759				1.0
EIF6	P56537	3692				1.0
CAV3	P56539	859				1.0
WNT3	P56703	7473				1.0
WNT3A	P56704	89780				1.0
WNT4	P56705	54361				1.0
WNT7B	P56706	7477				1.0
BCAR1	P56945	9564				1.0
STX17	P56962	55014				1.0
SIK1	P57059	150094				1.0
SOX8	P57073	30812				1.0
SLC8A3	P57103	6547				1.0
NUP107	P57740	57122				1.0
SESN2	P58004	83667				1.0
LOXL3	P58215	84695				1.0
ADAMTS12	P58397	81792				1.0
MTPN	P58546	136319				1.0
TIRAP	P58753	114609				1.0
NLRP12	P59046	91662				1.0
DEFB1	P60022	1672				1.0
CD81	P60033	975				1.0
PTEN	P60484	5728				1.0
IL2	P60568	3558				1.0
ROMO1	P60602	140823				1.0
ACTB	P60709	60				1.0
SNAP25	P60880	6616				1.0
SEM1	P60896	7979				1.0
PSMA6	P60900	5687				1.0
CDC42	P60953	998				1.0
RAB8A	P61006	4218				1.0
RAB10	P61026	10890				1.0
CXCR4	P61073	7852				1.0
UBE2D3	P61077	7323				1.0
UBE2N	P61088	7334				1.0
RAB14	P61106	51552				1.0
POLR2F	P61218	5435				1.0
RPL26	P61254	6154				1.0
STX1B	P61266	112755				1.0
PSME3	P61289	10197				1.0
HAND2	P61296	9464				1.0
ISL1	P61371	3670				1.0
RHOA	P61586	387				1.0
STXBP1	P61764	6812				1.0
B2M	P61769	567				1.0
TGFB2	P61812	7042				1.0
NPC2	P61916	10577				1.0
HNRNPK	P61978	3190				1.0
RPS7	P62081	6201				1.0
PSMC1	P62191	5700				1.0
PSMC5	P62195	5705				1.0
YWHAE	P62258	7531				1.0
RPS14	P62263	6208				1.0
TMSB4X	P62328	7114				1.0
ARF6	P62330	382				1.0
PSMC6	P62333	5706				1.0
POLR2G	P62487	5436				1.0
RAB11A	P62491	8766				1.0
RHOB	P62745	388				1.0
RPS6	P62753	6194				1.0
HIST1H4A	P62805	8359				1.0
RAB1A	P62820	5861				1.0
RAN	P62826	5901				1.0
RPL23	P62829	9349				1.0
RAP1A	P62834	5906				1.0
UBE2D2	P62837	7322				1.0
RPS15	P62841	6209				1.0
RPS28	P62857	6234				1.0
GNB1	P62873	2782				1.0
POLR2L	P62875	5441				1.0
RBX1	P62877	9978				1.0
RPL39	P62891	6170				1.0
RPL11	P62913	6135				1.0
PPIA	P62937	5478				1.0
FKBP1A	P62942	2280				1.0
RPS27A	P62979	6233				1.0
UBA52	P62987	7311				1.0
GRB2	P62993	2885				1.0
RAC1	P63000	5879				1.0
VAMP2	P63027	6844				1.0
UBE2B	P63146	7320				1.0
SUMO1	P63165	7341				1.0
DYNLL1	P63167	8655				1.0
SKP1	P63208	6500				1.0
RACK1	P63244	10399				1.0
KCNJ2	P63252	3759				1.0
SUPT4H1	P63272	6827				1.0
PPP2CA	P67775	5515				1.0
CSNK2B	P67870	1460				1.0
ACTC1	P68032	70				1.0
UBE2L3	P68036	7332				1.0
FKBP1B	P68106	2281				1.0
CSNK2A1	P68400	1457				1.0
HIST1H3A	P68431	8350				1.0
HBB	P68871	3043				1.0
CXADR	P78310	1525				1.0
RNF4	P78317	6047				1.0
ADAM8	P78325	101				1.0
CYP4F2	P78329	8529				1.0
DLG4	P78352	1742				1.0
SRPK2	P78362	6733				1.0
CCT2	P78371	10576				1.0
RAE1	P78406	8480				1.0
CX3CL1	P78423	6376				1.0
JAG1	P78504	182				1.0
RELN	P78509	5649				1.0
PRKDC	P78527	5591				1.0
ADAM17	P78536	6868				1.0
CCL20	P78556	6364				1.0
CCL8	P80075	6355				1.0
CCL7	P80098	6354				1.0
GPLD1	P80108	2822				1.0
CXCL6	P80162	6372				1.0
S100A12	P80511	6283				1.0
BASP1	P80723	10409				1.0
SMAD3	P84022	4088				1.0
ARF1	P84077	375				1.0
RHOG	P84095	391				1.0
H3F3A	P84243	3020				1.0
DAB2	P98082	1601				1.0
VLDLR	P98155	7436				1.0
PKD1	P98161	5310				1.0
XIAP	P98170	331				1.0
FGD1	P98174	2245				1.0
FOXO4	P98177	4303				1.0
CDK3	Q00526	1018				1.0
CDK6	Q00534	1021				1.0
CDK5	Q00535	1020				1.0
CLTC	Q00610	1213				1.0
HSF1	Q00613	3297				1.0
NFKB2	Q00653	4791				1.0
MDM2	Q00987	4193				1.0
PLIN5	Q00G26	440503				1.0
SPTBN1	Q01082	6711				1.0
E2F1	Q01094	1869				1.0
INSM1	Q01101	3642				1.0
RUNX1	Q01196	861				1.0
RELB	Q01201	5971				1.0
ANK2	Q01484	287				1.0
TFAP4	Q01664	7023				1.0
CACNA1D	Q01668	776				1.0
MC1R	Q01726	4157				1.0
EXOSC10	Q01780	5394				1.0
POU4F1	Q01851	5457				1.0
POU5F1	Q01860	5460				1.0
COL4A3	Q01955	1285				1.0
MEF2A	Q02078	4205				1.0
PRKCE	Q02156	5581				1.0
CENPE	Q02224	1062				1.0
NRG1	Q02297	3084				1.0
ID2	Q02363	3398				1.0
GHRHR	Q02643	2692				1.0
MAP2K1	Q02750	5604				1.0
TEK	Q02763	7010				1.0
MAP3K10	Q02779	4294				1.0
CYP4A11	Q02928	1579				1.0
PAX2	Q02962	5076				1.0
HHEX	Q03014	3087				1.0
CAV1	Q03135	857				1.0
KMT2A	Q03164	4297				1.0
TGFBR3	Q03167	7049				1.0
PPARD	Q03181	5467				1.0
PLAUR	Q03405	5329				1.0
RELA	Q04206	5970				1.0
EIF4G1	Q04637	1981				1.0
ATP7A	Q04656	538				1.0
NOTCH2	Q04721	4853				1.0
PRKCQ	Q04759	5588				1.0
ACVR1	Q04771	90				1.0
AKR1C1	Q04828	1645				1.0
YWHAH	Q04917	7533				1.0
PTK2	Q05397	5747				1.0
PRKCZ	Q05513	5590				1.0
ZBTB16	Q05516	7704				1.0
GRIN1	Q05586	2902				1.0
PRKCD	Q05655	5580				1.0
PTPN11	Q06124	5781				1.0
BTK	Q06187	695				1.0
PSME1	Q06323	5720				1.0
RBPJ	Q06330	3516				1.0
MEF2C	Q06413	4208				1.0
TYRO3	Q06418	7301				1.0
RAD51	Q06609	5888				1.0
PAX8	Q06710	7849				1.0
FMR1	Q06787	2332				1.0
SOX4	Q06945	6659				1.0
CHRND	Q07001	1144				1.0
C1QBP	Q07021	708				1.0
CXCL9	Q07325	4283				1.0
PDE4B	Q07343	5142				1.0
ZFP36L1	Q07352	677				1.0
KHDRBS1	Q07666	10657				1.0
SCN1B	Q07699	6324				1.0
BAX	Q07812	581				1.0
BCL2L1	Q07817	598				1.0
MCL1	Q07820	4170				1.0
PPARA	Q07869	5465				1.0
SOS1	Q07889	6654				1.0
TNK2	Q07912	10188				1.0
LRP1	Q07954	4035				1.0
ACTN3	Q08043	89				1.0
FOXM1	Q08050	2305				1.0
AES	Q08117	166				1.0
PPP3CA	Q08209	5530				1.0
CACNB2	Q08289	783				1.0
GOLGA2	Q08379	2801				1.0
ADCY2	Q08462	108				1.0
DMTN	Q08495	2039				1.0
PDE4D	Q08499	5144				1.0
ADCY1	Q08828	107				1.0
ITK	Q08881	3702				1.0
RBBP4	Q09028	5928				1.0
NCBP1	Q09161	4686				1.0
KCNA1	Q09470	3736				1.0
EP300	Q09472	2033				1.0
BST1	Q10588	683				1.0
BST2	Q10589	684				1.0
NUP160	Q12769	23279				1.0
SREBF2	Q12772	6721				1.0
