ENSP00000348602	AMPH	DOID:1324	Lung cancer	COSMIC	14 samples	0
ENSP00000348602	AMPH	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000348602	AMPH	DOID:303	substance-related disorder	DistiLD	p-value = 4e-06	1
ENSP00000348602	AMPH	DOID:305	Carcinoma	COSMIC	59 samples	1
ENSP00000348602	AMPH	DOID:3571	Liver cancer	COSMIC	12 samples	0
ENSP00000348611	PHLPP2	DOID:10652	Alzheimer's disease	DistiLD	p-value = 8e-06	0
ENSP00000348611	PHLPP2	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000348632	RBCK1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000348634	MYH6	DOID:10273	Heart conduction disease	DistiLD	p-value = 9e-11	2
ENSP00000348634	MYH6	DOID:1909	Melanoma	COSMIC	13 samples	0
ENSP00000348634	MYH6	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000348634	MYH6	DOID:305	Carcinoma	COSMIC	63 samples	1
ENSP00000348634	MYH6	DOID:3571	Liver cancer	COSMIC	15 samples	0
ENSP00000348634	MYH6	DOID:4159	Skin cancer	COSMIC	14 samples	0
ENSP00000348635	AMICA1	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000348639	TMPRSS11F	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000348645	PXDNL	DOID:1324	Lung cancer	COSMIC	12 samples	0
ENSP00000348645	PXDNL	DOID:263	Kidney cancer	COSMIC	26 samples	0
ENSP00000348645	PXDNL	DOID:305	Carcinoma	COSMIC	78 samples	1
ENSP00000348645	PXDNL	DOID:399	Tuberculosis	DistiLD	p-value = 8e-06	0
ENSP00000348668	GALNT6	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000348673	ZNF770	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000348704	KPNA5	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000348706	HIST1H2BH	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000348708	UPF2	DOID:10283	Prostate cancer	DistiLD	p-value = 7e-07	1
ENSP00000348708	UPF2	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000348708	UPF2	DOID:305	Carcinoma	COSMIC	46 samples	1
ENSP00000348714	KIAA0317	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000348722	PUS7	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000348751	BTN3A2	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000348752	ORAI2	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000348753	SPRED2	DOID:2377	Multiple sclerosis	DistiLD	p-value = 1e-06	1
ENSP00000348753	SPRED2	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000348753	SPRED2	DOID:417	Hypersensitivity reaction type II disease	DistiLD	p-value = 2e-08	2
ENSP00000348753	SPRED2	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 5e-10	2
ENSP00000348753	SPRED2	DOID:8778	Crohn's disease	DistiLD	p-value = 2e-08	2
ENSP00000348757	CCDC151	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000348762	LSS	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000348769	ARIH2	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000348772	PITPNM1	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000348775	ACOX3	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000348775	ACOX3	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000348778	RAB19	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000348784	IGBP1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000348786	RAP1A	DOID:11476	Osteoporosis	DistiLD	p-value = 4e-08	2
ENSP00000348786	RAP1A	DOID:14330	Parkinson's disease	DistiLD	p-value = 3e-06	1
ENSP00000348793	AFF3	DOID:263	Kidney cancer	COSMIC	19 samples	0
ENSP00000348793	AFF3	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000348793	AFF3	DOID:7148	Rheumatoid arthritis	DistiLD	p-value = 1e-14	2
ENSP00000348799	ATF7IP2	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000348812	PTPRD	DOID:0050425	Restless legs syndrome	DistiLD	p-value = 3e-10	2
ENSP00000348812	PTPRD	DOID:1242	Globe disease	DistiLD	p-value = 9e-07	1
ENSP00000348812	PTPRD	DOID:1324	Lung cancer	COSMIC	18 samples	0
ENSP00000348812	PTPRD	DOID:1380	Endometrial cancer	COSMIC	13 samples	0
ENSP00000348812	PTPRD	DOID:1612	Breast cancer	COSMIC	12 samples	0
ENSP00000348812	PTPRD	DOID:1793	Pancreatic cancer	COSMIC	11 samples	0
ENSP00000348812	PTPRD	DOID:1826	Epilepsy	DistiLD	p-value = 9e-06	0
ENSP00000348812	PTPRD	DOID:1909	Melanoma	COSMIC	38 samples	1
ENSP00000348812	PTPRD	DOID:263	Kidney cancer	COSMIC	24 samples	0
ENSP00000348812	PTPRD	DOID:305	Carcinoma	COSMIC	93 samples	1
ENSP00000348812	PTPRD	DOID:3083	Chronic obstructive pulmonary disease	DistiLD	p-value = 1e-06	1
ENSP00000348812	PTPRD	DOID:4159	Skin cancer	COSMIC	38 samples	1
ENSP00000348812	PTPRD	DOID:9352	Type 2 diabetes mellitus	DistiLD	p-value = 6e-06	0
ENSP00000348813	TBC1D7	DOID:1287	Cardiovascular system disease	DistiLD	p-value = 7e-06	0
ENSP00000348813	TBC1D7	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000348821	MYOM1	DOID:1380	Endometrial cancer	COSMIC	16 samples	0
ENSP00000348821	MYOM1	DOID:263	Kidney cancer	COSMIC	31 samples	0
ENSP00000348821	MYOM1	DOID:305	Carcinoma	COSMIC	68 samples	1
ENSP00000348822	SEMA4D	DOID:0050567	Orofacial cleft	DistiLD	p-value = 5e-07	1
ENSP00000348822	SEMA4D	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000348822	SEMA4D	DOID:305	Carcinoma	COSMIC	26 samples	0
ENSP00000348827	THRB	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000348827	THRB	DOID:341	Peripheral vascular disease	DistiLD	p-value = 6e-16	2
ENSP00000348828	ARHGEF26	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000348828	ARHGEF26	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000348842	EML6	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000348842	EML6	DOID:9970	Obesity	DistiLD	p-value = 1e-06	1
ENSP00000348848	WDR45	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000348849	RPS26	DOID:8893	Psoriasis	DistiLD	p-value = 1e-06	1
ENSP00000348849	RPS26	DOID:986	Alopecia areata	DistiLD	p-value = 2e-08	2
ENSP00000348886	STOML2	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000348888	PIGR	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000348888	PIGR	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000348888	PIGR	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000348897	GABRA2	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000348897	GABRA2	DOID:305	Carcinoma	COSMIC	35 samples	1
ENSP00000348901	PLD3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000348911	AADACL2	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000348912	ADAM33	DOID:305	Carcinoma	COSMIC	17 samples	0
ENSP00000348936	LEKR1	DOID:11476	Osteoporosis	DistiLD	p-value = 4e-12	2
ENSP00000348936	LEKR1	DOID:2377	Multiple sclerosis	DistiLD	p-value = 2e-06	1
ENSP00000348959	MAN1A2	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000348965	DYNC1H1	DOID:0060083	Immune system cancer	COSMIC	14 samples	0
ENSP00000348965	DYNC1H1	DOID:10747	Lymphoid leukemia	COSMIC	12 samples	0
ENSP00000348965	DYNC1H1	DOID:1380	Endometrial cancer	COSMIC	13 samples	0
ENSP00000348965	DYNC1H1	DOID:1612	Breast cancer	COSMIC	11 samples	0
ENSP00000348965	DYNC1H1	DOID:263	Kidney cancer	COSMIC	31 samples	0
ENSP00000348965	DYNC1H1	DOID:305	Carcinoma	COSMIC	102 samples	1
ENSP00000348965	DYNC1H1	DOID:3571	Liver cancer	COSMIC	22 samples	0
ENSP00000348982	MEGF6	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000348984	SON	DOID:1324	Lung cancer	COSMIC	10 samples	0
ENSP00000348984	SON	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000348984	SON	DOID:305	Carcinoma	COSMIC	55 samples	1
ENSP00000348984	SON	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000348986	INS-IGF2	DOID:9744	Type 1 diabetes mellitus	DistiLD	p-value = 2e-07	2
ENSP00000348996	TSGA13	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000349003	PTGER3	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000349003	PTGER3	DOID:8778	Crohn's disease	DistiLD	p-value = 2e-08	2
ENSP00000349016	PEX14	DOID:1492	Eye and adnexa disease	DistiLD	p-value = 7e-06	0
ENSP00000349016	PEX14	DOID:1612	Breast cancer	DistiLD	p-value = 1e-08	2
ENSP00000349017	ABCC11	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000349017	ABCC11	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000349017	ABCC11	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000349022	ARC	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000349076	ATN1	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000349085	MAGEA1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000349098	ZNF74	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000349114	FLJ42280	DOID:11476	Osteoporosis	DistiLD	p-value = 8e-48	2
ENSP00000349124	PPP4R2	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000349124	PPP4R2	DOID:8805	Intermediate coronary syndrome	DistiLD	p-value = 2e-06	1
ENSP00000349131	RSPO3	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 9e-10	2
ENSP00000349131	RSPO3	DOID:11476	Osteoporosis	DistiLD	p-value = 3e-08	2
ENSP00000349131	RSPO3	DOID:2351	Iron metabolism disease	DistiLD	p-value = 2e-06	1
ENSP00000349131	RSPO3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349131	RSPO3	DOID:557	Kidney disease	DistiLD	p-value = 1e-11	2
ENSP00000349131	RSPO3	DOID:8778	Crohn's disease	DistiLD	p-value = 4e-10	2
ENSP00000349131	RSPO3	DOID:9970	Obesity	DistiLD	p-value = 2e-32	2
ENSP00000349142	ATP5C1	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000349143	BTN2A2	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000349145	MYO16	DOID:10825	Essential hypertension	DistiLD	p-value = 7e-07	1
ENSP00000349145	MYO16	DOID:216	Dental caries	DistiLD	p-value = 7e-06	0
ENSP00000349145	MYO16	DOID:263	Kidney cancer	COSMIC	24 samples	0
ENSP00000349145	MYO16	DOID:305	Carcinoma	COSMIC	59 samples	1
ENSP00000349147	CNNM1	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000349147	CNNM1	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000349154	KIAA1841	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349161	ZNF790	DOID:305	Carcinoma	COSMIC	31 samples	0
ENSP00000349168	HNRNPH1	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000349174	SLC39A8	DOID:0060158	Acquired metabolic disease	DistiLD	p-value = 2e-13	2
ENSP00000349174	SLC39A8	DOID:10825	Essential hypertension	DistiLD	p-value = 1e-10	2
ENSP00000349205	PIK3R4	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000349205	PIK3R4	DOID:305	Carcinoma	COSMIC	51 samples	1
ENSP00000349205	PIK3R4	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000349208	PIWIL2	DOID:263	Kidney cancer	COSMIC	12 samples	0
ENSP00000349208	PIWIL2	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000349238	CCDC88B	DOID:11335	Sarcoidosis	DistiLD	p-value = 3e-18	2
ENSP00000349238	CCDC88B	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000349238	CCDC88B	DOID:986	Alopecia areata	DistiLD	p-value = 8e-08	2
ENSP00000349244	C10orf137	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000349244	C10orf137	DOID:305	Carcinoma	COSMIC	49 samples	1
ENSP00000349252	ITGAL	DOID:14330	Parkinson's disease	DistiLD	p-value = 3e-06	1
ENSP00000349252	ITGAL	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000349252	ITGAL	DOID:305	Carcinoma	COSMIC	41 samples	1
ENSP00000349252	ITGAL	DOID:8778	Crohn's disease	DistiLD	p-value = 6e-10	2
ENSP00000349259	SPTBN1	DOID:0060083	Immune system cancer	COSMIC	10 samples	0
ENSP00000349259	SPTBN1	DOID:10747	Lymphoid leukemia	COSMIC	10 samples	0
ENSP00000349259	SPTBN1	DOID:11476	Osteoporosis	DistiLD	p-value = 2e-08	2
ENSP00000349259	SPTBN1	DOID:1242	Globe disease	DistiLD	p-value = 3e-07	2
ENSP00000349259	SPTBN1	DOID:263	Kidney cancer	COSMIC	24 samples	0
ENSP00000349259	SPTBN1	DOID:305	Carcinoma	COSMIC	63 samples	1
ENSP00000349259	SPTBN1	DOID:3571	Liver cancer	COSMIC	10 samples	0
ENSP00000349270	HBM	DOID:583	Hemolytic anemia	DistiLD	p-value = 3e-21	2
ENSP00000349274	PPP1R26	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000349275	NRG1	DOID:11476	Osteoporosis	DistiLD	p-value = 2e-07	2
ENSP00000349275	NRG1	DOID:1781	Thyroid cancer	DistiLD	p-value = 2e-09	2
ENSP00000349275	NRG1	DOID:263	Kidney cancer	COSMIC	19 samples	0
ENSP00000349275	NRG1	DOID:2841	Asthma	DistiLD	p-value = 2e-09	2
ENSP00000349275	NRG1	DOID:305	Carcinoma	COSMIC	51 samples	1
ENSP00000349275	NRG1	DOID:5295	Intestinal disease	DistiLD	p-value = 2e-08	2
ENSP00000349275	NRG1	DOID:557	Kidney disease	DistiLD	p-value = 7e-06	0
ENSP00000349291	TBC1D9B	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000349291	TBC1D9B	DOID:305	Carcinoma	COSMIC	24 samples	0
ENSP00000349296	TMEM71	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000349297	ACADVL	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000349298	MYLIP	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349305	GOLGA4	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000349305	GOLGA4	DOID:305	Carcinoma	COSMIC	47 samples	1
ENSP00000349320	CACNA2D1	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000349320	CACNA2D1	DOID:305	Carcinoma	COSMIC	46 samples	1
ENSP00000349320	CACNA2D1	DOID:409	Liver disease	DistiLD	p-value = 7e-06	0
ENSP00000349320	CACNA2D1	DOID:8577	Ulcerative colitis	DistiLD	p-value = 8e-06	0
ENSP00000349324	TNFRSF10C	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000349325	ATP10A	DOID:1793	Pancreatic cancer	COSMIC	12 samples	0
ENSP00000349325	ATP10A	DOID:263	Kidney cancer	COSMIC	34 samples	1
ENSP00000349325	ATP10A	DOID:305	Carcinoma	COSMIC	77 samples	1
ENSP00000349325	ATP10A	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000349351	BICD2	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000349351	BICD2	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000349356	FIGNL1	DOID:305	Carcinoma	COSMIC	19 samples	0
ENSP00000349365	IL27	DOID:8778	Crohn's disease	DistiLD	p-value = 1e-21	2
ENSP00000349393	LIG4	DOID:1324	Lung cancer	COSMIC	11 samples	0
ENSP00000349393	LIG4	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000349393	LIG4	DOID:305	Carcinoma	COSMIC	39 samples	1
ENSP00000349396	ABCD4	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000349401	ZNF708	DOID:305	Carcinoma	COSMIC	27 samples	0
ENSP00000349415	RAB18	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000349436	ADAM15	DOID:305	Carcinoma	COSMIC	32 samples	1
ENSP00000349437	IGF2R	DOID:2377	Multiple sclerosis	DistiLD	p-value = 7e-06	0
ENSP00000349437	IGF2R	DOID:263	Kidney cancer	COSMIC	29 samples	0
ENSP00000349437	IGF2R	DOID:305	Carcinoma	COSMIC	58 samples	1
ENSP00000349456	CLCC1	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000349465	PICK1	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000349486	SCRIB	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000349486	SCRIB	DOID:305	Carcinoma	COSMIC	36 samples	1
ENSP00000349494	ZNF254	DOID:1324	Lung cancer	COSMIC	10 samples	0
ENSP00000349494	ZNF254	DOID:305	Carcinoma	COSMIC	25 samples	0
ENSP00000349496	ADPRH	DOID:12306	Vitiligo	DistiLD	p-value = 4e-10	2
ENSP00000349503	ZFP161	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349508	CHD4	DOID:1242	Globe disease	DistiLD	p-value = 6e-06	0
ENSP00000349508	CHD4	DOID:1380	Endometrial cancer	COSMIC	30 samples	0
ENSP00000349508	CHD4	DOID:263	Kidney cancer	COSMIC	28 samples	0
ENSP00000349508	CHD4	DOID:305	Carcinoma	COSMIC	90 samples	1
ENSP00000349541	PTRF	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000349541	PTRF	DOID:8778	Crohn's disease	DistiLD	p-value = 7e-06	0
ENSP00000349543	PEX2	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000349560	RAB4B	DOID:303	substance-related disorder	DistiLD	p-value = 2e-07	2
ENSP00000349560	RAB4B	DOID:3083	Chronic obstructive pulmonary disease	DistiLD	p-value = 3e-09	2
ENSP00000349568	WDR96	DOID:1094	Attention deficit hyperactivity disorder	DistiLD	p-value = 4e-06	1
ENSP00000349568	WDR96	DOID:263	Kidney cancer	COSMIC	18 samples	0
ENSP00000349568	WDR96	DOID:305	Carcinoma	COSMIC	49 samples	1
ENSP00000349568	WDR96	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000349576	DCTD	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349588	ANK2	DOID:0060083	Immune system cancer	COSMIC	11 samples	0
ENSP00000349588	ANK2	DOID:10283	Prostate cancer	DistiLD	p-value = 2e-06	1
ENSP00000349588	ANK2	DOID:1380	Endometrial cancer	COSMIC	11 samples	0
ENSP00000349588	ANK2	DOID:1612	Breast cancer	COSMIC	24 samples	0
ENSP00000349588	ANK2	DOID:1793	Pancreatic cancer	COSMIC	11 samples	0
ENSP00000349588	ANK2	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000349588	ANK2	DOID:2627	DOID:2627	COSMIC	15 samples	0
ENSP00000349588	ANK2	DOID:263	Kidney cancer	COSMIC	43 samples	1
ENSP00000349588	ANK2	DOID:305	Carcinoma	COSMIC	140 samples	1
ENSP00000349588	ANK2	DOID:3571	Liver cancer	COSMIC	14 samples	0
ENSP00000349588	ANK2	DOID:4159	Skin cancer	COSMIC	14 samples	0
ENSP00000349588	ANK2	DOID:5672	Large intestine cancer	COSMIC	12 samples	0
ENSP00000349594	ELAVL4	DOID:305	Carcinoma	COSMIC	20 samples	0
ENSP00000349595	ATP2A1	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000349595	ATP2A1	DOID:9970	Obesity	DistiLD	p-value = 1e-06	1
ENSP00000349616	ADIPOR2	DOID:2723	Dermatitis	DistiLD	p-value = 3e-06	1
ENSP00000349616	ADIPOR2	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000349629	LRBA	DOID:263	Kidney cancer	COSMIC	21 samples	0
ENSP00000349629	LRBA	DOID:305	Carcinoma	COSMIC	71 samples	1
ENSP00000349640	MCRS1	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000349654	NELL1	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000349654	NELL1	DOID:263	Kidney cancer	COSMIC	16 samples	0
ENSP00000349654	NELL1	DOID:2723	Dermatitis	DistiLD	p-value = 5e-06	0
ENSP00000349654	NELL1	DOID:303	substance-related disorder	DistiLD	p-value = 4e-06	1
ENSP00000349654	NELL1	DOID:305	Carcinoma	COSMIC	54 samples	1
ENSP00000349654	NELL1	DOID:4159	Skin cancer	COSMIC	11 samples	0
ENSP00000349654	NELL1	DOID:8778	Crohn's disease	DistiLD	p-value = 5e-07	2
ENSP00000349658	XPNPEP3	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349669	C5orf48	DOID:10273	Heart conduction disease	DistiLD	p-value = 2e-06	1
ENSP00000349677	SPOCK3	DOID:1909	Melanoma	COSMIC	10 samples	0
ENSP00000349677	SPOCK3	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000349677	SPOCK3	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000349689	ZDHHC9	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000349705	TOP3B	DOID:10608	Celiac disease	DistiLD	p-value = 2e-07	2
ENSP00000349705	TOP3B	DOID:1094	Attention deficit hyperactivity disorder	DistiLD	p-value = 6e-06	0
ENSP00000349705	TOP3B	DOID:2377	Multiple sclerosis	DistiLD	p-value = 5e-09	2
ENSP00000349705	TOP3B	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000349705	TOP3B	DOID:341	Peripheral vascular disease	DistiLD	p-value = 9e-10	2
ENSP00000349705	TOP3B	DOID:8778	Crohn's disease	DistiLD	p-value = 1e-16	2
ENSP00000349705	TOP3B	DOID:9074	Systemic lupus erythematosus	DistiLD	p-value = 1e-16	2
ENSP00000349708	ZMYM6	DOID:263	Kidney cancer	COSMIC	11 samples	0
ENSP00000349708	ZMYM6	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000349719	OR2L8	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349723	BCL11B	DOID:1242	Globe disease	DistiLD	p-value = 7e-06	0
ENSP00000349723	BCL11B	DOID:305	Carcinoma	COSMIC	23 samples	0
ENSP00000349727	DOK3	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000349748	SFPQ	DOID:1380	Endometrial cancer	DistiLD	p-value = 6e-06	0
ENSP00000349748	SFPQ	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000349748	SFPQ	DOID:305	Carcinoma	COSMIC	18 samples	0
ENSP00000349768	DCHS2	DOID:10652	Alzheimer's disease	DistiLD	p-value = 5e-07	1
ENSP00000349768	DCHS2	DOID:1909	Melanoma	COSMIC	18 samples	0
ENSP00000349768	DCHS2	DOID:1936	Atherosclerosis	DistiLD	p-value = 2e-12	2
ENSP00000349768	DCHS2	DOID:263	Kidney cancer	COSMIC	44 samples	1
ENSP00000349768	DCHS2	DOID:305	Carcinoma	COSMIC	107 samples	1
ENSP00000349768	DCHS2	DOID:3571	Liver cancer	COSMIC	17 samples	0
ENSP00000349768	DCHS2	DOID:4159	Skin cancer	COSMIC	16 samples	0
ENSP00000349770	IRF5	DOID:418	Systemic scleroderma	DistiLD	p-value = 5e-07	1
ENSP00000349770	IRF5	DOID:8577	Ulcerative colitis	DistiLD	p-value = 2e-08	2
ENSP00000349770	IRF5	DOID:8778	Crohn's disease	DistiLD	p-value = 4e-14	2
ENSP00000349770	IRF5	DOID:9074	Systemic lupus erythematosus	DistiLD	p-value = 8e-19	2
ENSP00000349781	TBC1D8B	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000349781	TBC1D8B	DOID:305	Carcinoma	COSMIC	37 samples	1
ENSP00000349783	RC3H2	DOID:305	Carcinoma	COSMIC	28 samples	0
ENSP00000349790	COL9A1	DOID:305	Carcinoma	COSMIC	34 samples	1
ENSP00000349790	COL9A1	DOID:4159	Skin cancer	COSMIC	10 samples	0
ENSP00000349796	ZNF23	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000349823	SMARCAL1	DOID:263	Kidney cancer	COSMIC	14 samples	0
ENSP00000349823	SMARCAL1	DOID:305	Carcinoma	COSMIC	29 samples	0
ENSP00000349856	PRRC2B	DOID:263	Kidney cancer	COSMIC	13 samples	0
ENSP00000349856	PRRC2B	DOID:305	Carcinoma	COSMIC	35 samples	1
ENSP00000349877	ATP13A1	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000349882	ZNF248	DOID:305	Carcinoma	COSMIC	22 samples	0
ENSP00000349882	ZNF248	DOID:9970	Obesity	DistiLD	p-value = 9e-07	1
ENSP00000349887	ASNA1	DOID:305	Carcinoma	COSMIC	10 samples	0
ENSP00000349930	OR11G2	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000349932	PTPRS	DOID:1909	Melanoma	COSMIC	11 samples	0
ENSP00000349932	PTPRS	DOID:263	Kidney cancer	COSMIC	18 samples	0
ENSP00000349932	PTPRS	DOID:305	Carcinoma	COSMIC	61 samples	1
ENSP00000349932	PTPRS	DOID:3571	Liver cancer	COSMIC	13 samples	0
ENSP00000349932	PTPRS	DOID:4159	Skin cancer	COSMIC	13 samples	0
ENSP00000349945	OR5B17	DOID:305	Carcinoma	COSMIC	16 samples	0
ENSP00000349955	RPRD1A	DOID:305	Carcinoma	COSMIC	11 samples	0
ENSP00000349959	RICTOR	DOID:263	Kidney cancer	COSMIC	15 samples	0
ENSP00000349959	RICTOR	DOID:305	Carcinoma	COSMIC	48 samples	1
ENSP00000349960	ACTB	DOID:305	Carcinoma	COSMIC	13 samples	0
ENSP00000349967	CCRL2	DOID:635	Acquired immunodeficiency syndrome	DistiLD	p-value = 9e-06	0
ENSP00000349971	CEACAM3	DOID:305	Carcinoma	COSMIC	14 samples	0
ENSP00000349977	MVP	DOID:305	Carcinoma	COSMIC	30 samples	0
ENSP00000350009	USP33	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000350009	USP33	DOID:305	Carcinoma	COSMIC	38 samples	1
ENSP00000350012	ACSL3	DOID:263	Kidney cancer	COSMIC	10 samples	0
ENSP00000350012	ACSL3	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000350022	OR8D2	DOID:305	Carcinoma	COSMIC	15 samples	0
ENSP00000350024	SLC29A2	DOID:305	Carcinoma	COSMIC	12 samples	0
ENSP00000350028	MOV10	DOID:10825	Essential hypertension	DistiLD	p-value = 1e-09	2
ENSP00000350028	MOV10	DOID:305	Carcinoma	COSMIC	21 samples	0
ENSP00000350032	FRMD4A	DOID:10273	Heart conduction disease	DistiLD	p-value = 1e-06	1
ENSP00000350032	FRMD4A	DOID:10652	Alzheimer's disease	DistiLD	p-value = 1e-10	2
ENSP00000350032	FRMD4A	DOID:263	Kidney cancer	COSMIC	12 samples	0
